BEANS PER JAR,JARS,TOTAL BEANS
268,97,25996
549,219,120231
903,573,517419
501,467,233967
357,269,96033
37,447,16539
587,636,373332
867,548,475116
795,829,659055
77,496,38192
448,518,232064
430,105,45150
412,487,200644
905,407,368335
306,920,281520
210,790,165900
952,320,304640
257,216,55512
583,175,102025
16,941,15056
622,116,72152
142,226,32092
604,835,504340
506,737,372922
933,642,598986
694,877,608638
262,635,166370
928,5,4640
519,484,251196
575,538,309350
703,361,253783
578,811,468758
76,405,30780
441,646,284886
29,662,19198
436,251,109436
536,968,518848
657,756,496692
791,39,30849
432,891,384912
770,724,557480
356,95,33820
446,229,102134
9,844,7596
500,375,187500
361,338,122018
572,27,15444
896,560,501760
743,216,160488
161,951,153111
426,727,309702
180,938,168840
395,727,287165
424,406,172144
628,639,401292
6,248,1488
629,948,596292
378,347,131166
100,888,88800
131,823,107813
962,437,420394
117,831,97227
420,113,47460
963,591,569133
235,807,189645
991,379,375589
977,561,548097
210,259,54390
342,429,146718
257,343,88151
577,6,3462
497,53,26341
99,726,71874
757,123,93111
324,459,148716
432,647,279504
501,600,300600
433,414,179262
809,935,756415
10,447,4470
730,920,671600
917,411,376887
583,784,457072
431,612,263772
935,990,925650
302,97,29294
628,55,34540
693,104,72072
752,194,145888
842,540,454680
751,221,165971
177,886,156822
719,37,26603
151,378,57078
815,59,48085
815,523,426245
488,408,199104
175,1,175
727,374,271898
67,514,34438
578,749,432922
626,192,120192
571,88,50248
536,764,409504
303,98,29694
574,56,32144
607,111,67377
59,765,45135
967,862,833554
620,425,263500
460,403,185380
342,56,19152
1,439,439
199,288,57312
232,378,87696
884,810,716040
888,62,55056
184,601,110584
320,227,72640
993,38,37734
815,528,430320
809,545,440905
322,810,260820
314,811,254654
63,48,3024
901,799,719899
12,600,7200
242,102,24684
185,578,106930
310,236,73160
385,435,167475
469,371,173999
532,940,500080
597,318,189846
7,889,6223
666,575,382950
88,681,59928
487,877,427099
98,980,96040
467,34,15878
362,741,268242
594,902,535788
761,794,604234
979,384,375936
688,237,163056
678,888,602064
209,580,121220
541,672,363552
273,567,154791
898,722,648356
126,625,78750
778,540,420120
545,785,427825
110,130,14300
401,257,103057
604,996,601584
958,425,407150
429,68,29172
62,22,1364
89,86,7654
559,878,490802
4,68,272
951,946,899646
673,513,345249
875,941,823375
444,625,277500
718,738,529884
415,934,387610
441,791,348831
845,167,141115
575,47,27025
775,466,361150
570,799,455430
108,818,88344
326,360,117360
27,708,19116
128,549,70272
568,223,126664
927,392,363384
99,205,20295
965,114,110010
119,131,15589
480,319,153120
44,731,32164
72,809,58248
344,665,228760
328,5,1640
909,803,729927
715,964,689260
987,128,126336
617,191,117847
907,889,806323
134,4,536
122,962,117364
832,385,320320
375,902,338250
508,648,329184
508,153,77724
404,932,376528
531,708,375948
791,49,38759
275,209,57475
111,988,109668
29,777,22533
541,294,159054
879,180,158220
949,789,748761
623,743,462889
664,256,169984
126,746,93996
34,876,29784
163,353,57539
174,497,86478
316,818,258488
175,676,118300
807,81,65367
25,511,12775
510,920,469200
745,289,215305
691,142,98122
87,136,11832
566,867,490722
352,751,264352
822,580,476760
25,467,11675
979,139,136081
339,80,27120
601,620,372620
79,116,9164
980,979,959420
625,950,593750
564,508,286512
325,146,47450
716,451,322916
603,640,385920
794,85,67490
806,726,585156
89,453,40317
229,607,139003
786,248,194928
649,208,134992
442,552,243984
621,107,66447
893,769,686717
917,9,8253
152,751,114152
61,514,31354
649,968,628232
377,619,233363
258,467,120486
856,31,26536
167,169,28223
403,332,133796
973,891,866943
7,255,1785
64,802,51328
821,689,565669
642,365,234330
258,874,225492
876,300,262800
989,972,961308
77,646,49742
448,870,389760
410,308,126280
630,567,357210
726,758,550308
847,280,237160
600,68,40800
918,809,742662
142,432,61344
252,678,170856
338,237,80106
701,190,133190
28,188,5264
715,198,141570
299,597,178503
334,672,224448
214,792,169488
881,120,105720
67,837,56079
33,250,8250
887,564,500268
513,844,432972
727,456,331512
272,770,209440
524,35,18340
966,199,192234
138,945,130410
689,400,275600
511,26,13286
536,887,475432
567,379,214893
469,857,401933
886,910,806260
289,828,239292
547,544,297568
978,291,284598
460,637,293020
506,971,491326
235,90,21150
430,677,291110
428,947,405316
484,396,191664
57,503,28671
578,136,78608
557,9,5013
784,395,309680
776,230,178480
510,728,371280
376,6,2256
529,898,475042
261,64,16704
248,950,235600
631,773,487763
656,598,392288
797,108,86076
133,996,132468
405,1,405
771,811,625281
738,793,585234
441,438,193158
118,11,1298
545,632,344440
205,71,14555
446,791,352786
519,805,417795
151,756,114156
741,490,363090
310,630,195300
514,385,197890
485,30,14550
670,902,604340
520,268,139360
711,616,437976
475,13,6175
307,590,181130
876,286,250536
261,230,60030
632,63,39816
730,541,394930
259,125,32375
700,496,347200
444,678,301032
490,24,11760
622,166,103252
989,933,922737
135,330,44550
62,237,14694
592,144,85248
377,929,350233
635,162,102870
697,381,265557
733,354,259482
863,132,113916
683,324,221292
231,2,462
456,255,116280
992,234,232128
127,338,42926
773,289,223397
721,763,550123
108,870,93960
258,139,35862
549,419,230031
259,518,134162
573,837,479601
41,615,25215
233,85,19805
119,377,44863
238,672,159936
249,93,23157
292,65,18980
740,514,380360
123,52,6396
660,873,576180
755,855,645525
696,577,401592
308,686,211288
290,450,130500
710,626,444460
627,310,194370
205,892,182860
259,497,128723
116,491,56956
112,611,68432
52,69,3588
948,179,169692
954,985,939690
567,33,18711
390,921,359190
474,777,368298
847,303,256641
107,853,91271
24,94,2256
227,188,42676
102,868,88536
288,575,165600
519,711,369009
300,457,137100
902,251,226402
945,700,661500
644,744,479136
590,738,435420
823,606,498738
664,651,432264
690,296,204240
266,454,120764
404,153,61812
575,622,357650
760,584,443840
939,833,782187
797,918,731646
825,996,821700
654,417,272718
821,237,194577
541,630,340830
141,880,124080
578,221,127738
734,940,689960
157,12,1884
723,498,360054
666,196,130536
489,539,263571
553,998,551894
986,280,276080
415,984,408360
278,626,174028
53,521,27613
520,155,80600
97,146,14162
912,230,209760
575,569,327175
60,793,47580
487,943,459241
198,756,149688
414,316,130824
585,228,133380
589,113,66557
289,667,192763
528,720,380160
562,907,509734
741,222,164502
653,249,162597
752,436,327872
361,257,92777
458,944,432352
961,63,60543
762,40,30480
133,465,61845
99,372,36828
920,365,335800
650,485,315250
123,249,30627
727,458,332966
97,567,54999
284,416,118144
397,2,794
813,635,516255
514,901,463114
725,82,59450
131,714,93534
777,774,601398
932,35,32620
98,763,74774
203,270,54810
650,940,611000
968,1,968
426,425,181050
475,971,461225
746,277,206642
374,415,155210
710,95,67450
497,652,324044
645,718,463110
651,161,104811
111,866,96126
570,325,185250
486,923,448578
377,131,49387
889,253,224917
674,71,47854
688,247,169936
95,142,13490
586,541,317026
458,959,439222
352,418,147136
872,679,592088
123,609,74907
803,522,419166
389,365,141985
947,609,576723
615,497,305655
56,907,50792
554,616,341264
844,120,101280
740,813,601620
705,188,132540
696,881,613176
308,750,231000
509,51,25959
19,700,13300
558,63,35154
710,390,276900
191,882,168462
71,804,57084
763,708,540204
927,37,34299
885,567,501795
944,832,785408
165,523,86295
972,348,338256
20,914,18280
366,363,132858
111,150,16650
262,563,147506
747,16,11952
775,178,137950
888,917,814296
471,347,163437
279,591,164889
703,917,644651
199,310,61690
340,812,276080
23,500,11500
511,185,94535
434,556,241304
174,253,44022
246,86,21156
161,977,157297
872,883,769976
991,110,109010
419,747,312993
914,113,103282
279,359,100161
770,930,716100
92,168,15456
893,472,421496
333,219,72927
953,45,42885
820,566,464120
642,287,184254
951,377,358527
955,722,689510
704,154,108416
446,799,356354
847,725,614075
656,321,210576
113,914,103282
975,488,475800
639,434,277326
20,774,15480
783,670,524610
280,135,37800
5,322,1610
927,113,104751
644,974,627256
70,941,65870
814,551,448514
641,141,90381
160,344,55040
518,702,363636
648,104,67392
711,724,514764
253,142,35926
118,362,42716
140,190,26600
381,887,337947
580,360,208800
316,830,262280
324,270,87480
799,617,492983
753,156,117468
504,202,101808
643,605,389015
657,127,83439
875,580,507500
240,206,49440
982,174,170868
28,76,2128
434,769,333746
261,45,11745
147,11,1617
706,954,673524
605,874,528770
69,216,14904
700,233,163100
491,710,348610
360,612,220320
968,262,253616
942,535,503970
256,727,186112
640,338,216320
728,267,194376
661,797,526817
683,322,219926
1,342,342
892,942,840264
786,126,99036
788,283,223004
744,210,156240
675,649,438075
639,585,373815
953,210,200130
905,84,76020
579,566,327714
752,70,52640
777,402,312354
341,613,209033
779,35,27265
643,756,486108
442,450,198900
922,539,496958
612,548,335376
997,581,579257
91,436,39676
616,326,200816
4,75,300
950,865,821750
741,433,320853
952,847,806344
693,587,406791
899,106,95294
811,378,306558
903,474,428022
632,822,519504
804,623,500891
751,341,256091
916,313,286708
137,458,62746
504,742,373968
697,232,161704
8,834,6672
44,258,11352
985,57,56145
401,341,136741
316,61,19276
371,938,347998
590,492,290280
170,396,67320
504,835,420840
86,99,8514
627,567,355509
360,627,225720
533,518,276094
125,743,92875
555,201,111555
550,250,137500
578,493,284954
833,949,790517
992,783,776736
734,278,204052
322,356,114632
201,57,11457
274,821,224954
442,738,326196
669,540,361260
542,24,13008
84,689,57876
418,976,407968
414,381,157734
474,380,180120
479,474,227046
526,857,450782
314,147,46158
737,458,337546
945,665,628425
359,153,54927
365,168,61320
830,839,696370
582,222,129204
149,685,102065
524,58,30392
10,665,6650
542,876,474792
312,27,8424
157,679,106603
946,685,648010
187,190,35530
486,355,172530
434,396,171864
35,89,3115
194,897,174018
447,340,151980
898,65,58370
265,730,193450
997,384,382848
830,173,143590
253,479,121187
928,18,16704
95,211,20045
918,665,610470
601,559,335959
45,897,40365
161,379,61019
820,51,41820
43,388,16684
180,977,175860
537,450,241650
354,612,216648
853,330,281490
231,541,124971
625,928,580000
414,65,26910
46,839,38594
975,68,66300
492,860,423120
34,852,28968
662,635,420370
568,849,482232
476,100,47600
592,114,67488
689,668,460252
921,816,751536
413,246,101598
488,131,63928
691,170,117470
616,853,525448
59,461,27199
565,781,441265
711,481,341991
94,793,74542
130,338,43940
921,612,563652
822,902,741444
860,252,216720
300,82,24600
908,755,685540
801,739,591939
472,385,181720
688,127,87376
334,361,120574
103,699,71997
525,735,385875
543,112,60816
220,364,80080
454,159,72186
867,565,489855
802,376,301552
48,799,38352
798,606,483588
420,734,308280
366,598,218868
216,902,194832
222,503,111666
465,821,381765
431,957,412467
114,586,66804
432,760,328320
187,119,22253
227,227,51529
301,300,90300
729,49,35721
21,557,11697
195,168,32760
285,895,255075
464,685,317840
72,230,16560
376,941,353816
537,449,241113
509,236,120124
757,709,536713
387,102,39474
682,408,278256
966,487,470442
794,443,351742
703,195,137085
889,985,875665
931,575,535325
175,166,29050
836,471,393756
448,970,434560
821,74,60754
374,720,269280
64,257,16448
783,340,266220
116,691,80156
660,356,234960
142,147,20874
130,225,29250
424,75,31800
45,44,1980
172,591,101652
225,325,73125
14,339,4746
270,787,212490
949,584,554216
839,770,646030
291,955,277905
612,561,343332
10,403,4030
918,982,901476
788,723,569724
827,823,680621
37,596,22052
344,808,277952
427,986,421022
821,826,678146
64,886,56704
425,343,145775
175,855,149625
141,418,58938
845,690,583050
26,130,3380
233,442,102986
151,435,65685
719,612,440028
495,323,159885
746,838,625148
390,965,376350
38,859,32642
295,839,247505
774,913,706662
155,9,1395
857,960,822720
925,611,565175
232,378,87696
788,700,551600
139,415,57685
571,816,465936
825,211,174075
316,704,222464
889,251,223139
577,993,572961
394,998,393212
778,714,555492
970,465,451050
331,630,208530
545,223,121535
913,709,647317
465,682,317130
454,150,68100
271,913,247423
624,822,512928
544,66,35904
532,469,249508
216,45,9720
726,340,246840
420,213,89460
975,62,60450
346,586,202756
361,256,92416
378,35,13230
678,280,189840
235,40,9400
343,674,231182
458,65,29770
916,595,545020
487,956,465572
148,135,19980
69,777,53613
403,395,159185
243,866,210438
905,556,503180
929,548,509092
185,629,116365
202,893,180386
277,692,191684
632,192,121344
713,336,239568
238,158,37604
59,711,41949
195,967,188565
552,515,284280
668,363,242484
967,759,733953
503,360,181080
402,139,55878
44,473,20812
982,572,561704
289,885,255765
575,683,392725
295,562,165790
41,107,4387
429,131,56199
29,79,2291
263,186,48918
188,892,167696
913,308,281204
535,195,104325
664,516,342624
477,754,359658
718,6,4308
501,163,81663
531,308,163548
321,697,223737
297,413,122661
376,442,166192
157,165,25905
675,136,91800
311,684,212724
98,714,69972
890,402,357780
784,120,94080
762,121,92202
808,967,781336
483,721,348243
64,716,45824
640,387,247680
797,387,308439
658,374,246092
401,963,386163
514,306,157284
171,254,43434
797,732,583404
712,67,47704
139,938,130382
423,704,297792
725,508,368300
538,904,486352
387,250,96750
107,883,94481
360,322,115920
306,222,67932
181,415,75115
215,200,43000
987,763,753081
777,55,42735
667,417,278139
258,752,194016
542,515,279130
389,175,68075
901,952,857752
991,117,115947
921,161,148281
134,182,24388
912,351,320112
239,283,67637
